21,6.965889687108932E-5
41,7.193273519033887E-5
52,1.7697564509708074E-4
96,6.969960613167389E-5
97,6.95592170258967E-5
112,6.845925563540906E-5
113,6.969620447685963E-5
127,6.546172037677625E-5
144,0.03187882818630228
167,6.854570866075161E-5
179,8.955167625684426E-5
192,6.692715342579868E-5
202,0.0035813346013673707
211,6.973507900218539E-5
213,1.7912593055394881E-4
238,6.968425752323034E-5
258,6.9666599053846E-5
272,6.856171012013267E-5
281,1.223696556172902E-4
289,1.0579682609417836E-4
306,7.128643372593739E-5
311,6.969960613167389E-5
329,7.973899595388652E-5
337,1.7936365414601634E-4
345,6.974518665602205E-5
346,1.4616431600723476E-4
361,6.964804345400378E-5
363,6.964757182975592E-5
377,7.358000657644589E-5
388,6.973507900218539E-5
412,7.141172049320898E-5
417,6.967227019837083E-5
469,6.84876706039915E-5
473,7.076844875471679E-5
477,1.565110629397855E-4
496,7.645225857344913E-5
526,7.019107130324108E-5
529,0.002897644286367511
534,7.401514430288664E-5
546,6.967227019837083E-5
552,7.128643372593739E-5
563,6.853868029802181E-5
578,7.035986930280415E-5
612,7.075437522349996E-4
645,6.692715342579868E-5
663,7.987963738132319E-5
665,8.200379109221598E-5
683,6.992828830771087E-5
694,7.032957658641968E-5
698,6.9765197781646E-5
723,6.977373875030717E-5
736,6.986432623581682E-5
746,7.141172049320898E-5
765,6.829080595338423E-5
772,7.313010717367682E-5
798,7.47234444799784E-5
809,6.887226331452058E-5
831,6.95592170258967E-5
839,7.019107130324108E-5
844,6.974518665602205E-5
859,1.3944660500684106E-4
877,6.692715342579868E-5
883,1.632704759500677E-4
905,2.3204724612450886E-4
919,1.5362015363669864E-4
980,8.249774196995952E-5
1007,7.076844875471679E-5
1011,7.034940484268324E-5
1023,6.969620447685963E-5
1039,6.973507900218539E-5
1045,7.9765511896098E-5
1129,6.973507900218539E-5
1132,6.973507900218539E-5
1135,6.95592170258967E-5
1136,7.076844875471679E-5
1154,6.966518119337452E-5
1161,0.0018453746249968573
1166,2.2298869295885897E-4
1195,6.952942366925104E-5
1218,6.860809209019855E-5
1222,7.016439478284187E-4
1249,7.020992599173055E-5
1251,6.969960613167389E-5
1290,6.964804345400378E-5
1297,6.9765197781646E-5
1300,6.964854972270415E-5
1307,1.7479080800666516E-4
1326,7.128643372593739E-5
1328,6.851648746031616E-5
1337,6.860809209019855E-5
1351,7.019107130324108E-5
1357,6.977373875030717E-5
1366,6.827726371058364E-5
1368,6.969960613167389E-5
1369,0.006094592321258312
1410,6.854570866075161E-5
1424,6.95592170258967E-5
1441,6.953605448809477E-5
1468,6.965889687108932E-5
1525,0.006094592321258312
1535,6.546172037677625E-5
1571,1.7724373186631378E-4
1574,6.973507900218539E-5
1586,6.973463124759522E-5
1592,7.431737644939703E-5
1599,6.969620447685963E-5
1609,6.860809209019855E-5
1611,6.966063992600563E-5
1630,6.95592170258967E-5
1651,6.953605448809477E-5
1654,6.969960613167389E-5
1665,6.964771722773011E-5
1676,6.969960613167389E-5
1684,6.546172037677625E-5
1685,6.546172037677625E-5
1689,6.986432623581682E-5
1695,8.169982123518285E-5
1712,6.973507900218539E-5
1715,6.95592170258967E-5
1717,7.204801109483806E-5
1730,6.973507900218539E-5
1738,7.0883724659216E-5
1759,6.964804345400378E-5
1762,7.973899595388652E-5
1783,2.18235636967046E-4
1787,6.956642176992789E-5
1815,6.969960613167389E-5
1818,6.867706511921106E-5
1820,6.546172037677625E-5
1843,6.956642176992789E-5
1849,6.964771722773011E-5
1859,1.6259086513379877E-4
1880,6.851648746031616E-5
1883,6.973507900218539E-5
1903,7.56484490737574E-5
1906,6.95592170258967E-5
1911,6.851648746031616E-5
1976,0.008038973135281699
1982,7.971173398682265E-5
1987,7.577574559428061E-5
2003,6.969960613167389E-5
2014,7.141172049320898E-5
2015,7.141172049320898E-5
2017,7.019755766219713E-5
2021,7.035123687238888E-5
2041,0.0021164406221858153
2051,7.193273519033887E-5
2086,6.966518119337452E-5
2147,6.966420013610988E-5
2160,7.000212947997371E-5
2163,7.141172049320898E-5
2167,7.034940484268324E-5
2175,0.0015849986526450088
2203,6.966063992600563E-5
2225,7.141172049320898E-5
2311,6.956642176992789E-5
2314,6.966376891780852E-5
2334,6.829080595338423E-5
2340,7.141172049320898E-5
2357,7.221743067773675E-5
2362,7.47234444799784E-5
2369,7.987963738132319E-5
2370,1.6259086513379877E-4
2384,6.546172037677625E-5
2399,1.3660025321486603E-4
2403,5.127110180860253E-4
2415,2.3932637327197772E-4
2424,8.596057678487683E-5
2430,1.305958718737459E-4
2451,8.596057678487683E-5
2474,7.107801718849859E-5
2475,0.0016729791694338615
