14,6.967227019837083E-5
17,7.032957658641968E-5
35,7.442885937735605E-5
63,6.973507900218539E-5
100,0.003629496704083339
104,6.973507900218539E-5
128,6.853868029802181E-5
170,6.935312089840667E-5
172,6.856171012013267E-5
222,7.047157277183166E-5
235,0.0019412652111637457
285,7.419447733052846E-5
293,6.546172037677625E-5
307,6.969620447685963E-5
335,6.688104621355697E-5
352,6.935936166908313E-5
368,7.141172049320898E-5
374,6.966518119337452E-5
378,6.989826891695426E-5
387,6.977373875030717E-5
389,7.047157277183166E-5
397,1.7102531890162307E-4
413,6.967227019837083E-5
421,6.546172037677625E-5
425,6.546172037677625E-5
427,0.006094592321258312
445,6.546172037677625E-5
462,7.967594135697861E-5
464,0.0018364541366794847
489,7.032957658641968E-5
497,6.973507900218539E-5
520,6.966063992600563E-5
544,6.966240763055374E-5
559,6.9765197781646E-5
560,3.5384813838042396E-4
565,6.848131683191305E-5
613,7.128643372593739E-5
623,6.867706511921106E-5
625,6.951253769579347E-5
639,7.076844875471679E-5
643,7.02859050488245E-5
647,6.941783004520361E-5
649,2.173691178004868E-4
661,7.625996835662488E-5
681,6.853868029802181E-5
685,6.987489760856445E-5
730,6.966518119337452E-5
760,1.4616431600723476E-4
769,7.019107130324108E-5
771,7.141172049320898E-5
813,6.941783004520361E-5
820,6.969960613167389E-5
838,6.829080595338423E-5
856,6.9765197781646E-5
865,7.016439478284187E-4
911,0.007614711980427356
912,6.974911196100772E-5
932,7.034736788794046E-5
933,7.019107130324108E-5
938,6.546172037677625E-5
943,6.858483068980056E-5
949,1.5364844371269388E-4
960,7.128643372593739E-5
1029,0.0017311634429777278
1038,6.973507900218539E-5
1050,7.034940484268324E-5
1056,6.973507900218539E-5
1059,6.956642176992789E-5
1080,2.173691178004868E-4
1104,6.969620447685963E-5
1106,6.973507900218539E-5
1125,6.867706511921106E-5
1127,7.382410471993139E-5
1140,1.223696556172902E-4
1145,7.019107130324108E-5
1157,6.986432623581682E-5
1162,7.076844875471679E-5
1182,7.9765511896098E-5
1206,1.773018957624636E-4
1233,7.375589532553733E-5
1239,6.84876706039915E-5
1244,6.546172037677625E-5
1247,6.858483068980056E-5
1281,7.943343806063614E-5
1288,6.968425752323034E-5
1306,6.827489883815304E-5
1322,6.692715342579868E-5
1333,1.223696556172902E-4
1349,7.987963738132319E-5
1374,6.956642176992789E-5
1375,7.801444198961697E-5
1377,6.966024910419084E-5
1388,6.973507900218539E-5
1397,6.546172037677625E-5
1403,7.019107130324108E-5
1428,6.941076302574061E-4
1436,6.964771722773011E-5
1439,6.9765197781646E-5
1464,6.546172037677625E-5
1482,7.035986930280409E-5
1512,7.987963738132319E-5
1516,7.053278931356027E-5
1523,6.854570866075161E-5
1538,7.035286340006002E-5
1570,2.961736533310702E-4
1577,1.2243677848841194E-4
1603,6.966024910419084E-5
1604,6.966518119337452E-5
1614,6.692715342579868E-5
1616,6.9765197781646E-5
1642,9.636414387946563E-5
1693,6.887226331452058E-5
1702,6.692715342579868E-5
1742,6.848131683191305E-5
1743,1.702712969138073E-4
1744,7.577574559428061E-5
1808,6.974518665602205E-5
1816,2.080672513790331E-4
1831,1.7697564509708074E-4
1885,6.829080595338423E-5
1894,6.964804345400378E-5
1912,7.047157277183166E-5
1916,6.974518665602205E-5
1949,6.546172037677625E-5
1977,0.04160772356730808
1981,6.964854972270415E-5
2012,7.035986930280409E-5
2052,7.054940813562633E-5
2071,7.987963738132319E-5
2073,6.967897787619941E-5
2096,7.047157277183166E-5
2123,6.956642176992789E-5
2128,1.468193860263613E-4
2142,7.0883724659216E-5
2172,9.410147572931307E-4
2198,7.439787028378746E-5
2199,6.964757182975592E-5
2237,6.966024910419084E-5
2246,6.9765197781646E-5
2281,1.4355687637517803E-4
2282,7.020992598724145E-5
2289,6.827726371058364E-5
2303,6.966240763055374E-5
2398,0.03244288131491992
2411,1.3009424572491676E-4
2433,1.3361467259689091E-4
2439,7.58425323598858E-4
2447,6.938595611394468E-5
2471,5.94938313817452E-4
2473,1.369717363760951E-4
